ISO3,item_name,band_name,data_mean,data_mean_sem,unit,pixel_count,physical_area_km2
NZL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BRN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BGR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BFA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BDI,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CPV,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KHM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CMR,COCO,agri_potential_carbon,5491.896885056895,123.02904854762521,mean tonnes carbon per km2,904.0,6354.369009735286
CAN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CRI,COCO,agri_potential_carbon,9917.393075559832,450.03872734674627,mean tonnes carbon per km2,270.0,62.73499974414706
CIV,COCO,agri_potential_carbon,17084.43304745974,160.1946692866631,mean tonnes carbon per km2,2341.0,21402.948858293672
HRV,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CUB,COCO,agri_potential_carbon,12645.919585622916,135.68207626841482,mean tonnes carbon per km2,1033.0,28.639000046029686
CAF,COCO,agri_potential_carbon,10863.88079956721,654.5929057204413,mean tonnes carbon per km2,455.0,20.32800009407103
TCD,COCO,agri_potential_carbon,5262.20588145819,858.0176417981692,mean tonnes carbon per km2,9.0,77.48099893569945
CHL,COCO,agri_potential_carbon,0.0,0.0,mean tonnes carbon per km2,1.0,0.006000000238418579
CHN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CYP,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CZE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
DNK,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
DJI,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
DMA,COCO,agri_potential_carbon,7382.994534747782,681.2591582712663,mean tonnes carbon per km2,9.0,84.02899749755859
DOM,COCO,agri_potential_carbon,10267.581916924217,230.26869216047322,mean tonnes carbon per km2,479.0,1513.2319991612435
ECU,COCO,agri_potential_carbon,9108.227813983729,261.07431313476104,mean tonnes carbon per km2,1259.0,4787.038994726316
EGY,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SLV,COCO,agri_potential_carbon,10199.05958574324,287.8835633957182,mean tonnes carbon per km2,66.0,8.990999981164933
GNQ,COCO,agri_potential_carbon,13137.070238038792,3290.0137154370773,mean tonnes carbon per km2,14.0,10.391999971866607
ERI,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
EST,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ETH,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
FJI,COCO,agri_potential_carbon,12408.677656242675,1052.2059925459382,mean tonnes carbon per km2,21.0,0.16700000137090684
FIN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GAB,COCO,agri_potential_carbon,13002.365218692488,1030.5040885356466,mean tonnes carbon per km2,203.0,3.356000014096498
GMB,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MAR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MOZ,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
NAM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GEO,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
DEU,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GHA,COCO,agri_potential_carbon,16216.582710038594,249.27876915073227,mean tonnes carbon per km2,1943.0,4415.669783926873
GRC,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GRL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GRD,COCO,agri_potential_carbon,14670.273642644941,676.4073553150956,mean tonnes carbon per km2,4.0,8.876999816894532
NRU,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GTM,COCO,agri_potential_carbon,10451.868601938691,119.38339927410259,mean tonnes carbon per km2,652.0,44.18299999445677
NPL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GIN,COCO,agri_potential_carbon,12600.611889554006,221.29104630761356,mean tonnes carbon per km2,218.0,127.03300015568735
GNB,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
GUY,COCO,agri_potential_carbon,6083.812923214841,531.0584243037675,mean tonnes carbon per km2,73.0,10.040000008493662
HTI,COCO,agri_potential_carbon,9282.407830345004,299.1699984977073,mean tonnes carbon per km2,219.0,54.316000097543004
JOR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
HND,COCO,agri_potential_carbon,11080.89618068831,138.12128057617448,mean tonnes carbon per km2,825.0,41.21500005610287
HUN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ISL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
IDN,COCO,agri_potential_carbon,13271.715320318192,180.14374183542182,mean tonnes carbon per km2,11058.0,13513.577994155214
IRN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
IRQ,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
IRL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KAZ,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KEN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KIR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PRK,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KOR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
XKX,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SRB,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SYC,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SLE,COCO,agri_potential_carbon,15497.171097680199,591.4934633991192,mean tonnes carbon per km2,106.0,154.93899907931686
SGP,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ITA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
JAM,COCO,agri_potential_carbon,11091.793235011286,442.8387410138924,mean tonnes carbon per km2,118.0,9.435000004544852
JPN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KGZ,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LAO,COCO,agri_potential_carbon,16366.569272407309,2865.2532249459214,mean tonnes carbon per km2,3.0,0.04299999907612801
LVA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LBN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LSO,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LBR,COCO,agri_potential_carbon,17003.42317831076,894.0406169602034,mean tonnes carbon per km2,77.0,384.67599832534796
LBY,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LIE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LTU,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LUX,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MCO,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MNG,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MNE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MKD,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MDG,COCO,agri_potential_carbon,8295.45569339207,348.5889240031112,mean tonnes carbon per km2,835.0,119.68099985837935
MWI,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MYS,COCO,agri_potential_carbon,13564.8406387575,120.85629979706556,mean tonnes carbon per km2,2795.0,56.74399996183813
MDV,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MLI,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MLT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MHL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MRT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MUS,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MEX,COCO,agri_potential_carbon,15317.709984918038,658.1455626527531,mean tonnes carbon per km2,491.0,552.897002030313
FSM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MDA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
NIC,COCO,agri_potential_carbon,10669.892575583133,112.7347966011526,mean tonnes carbon per km2,374.0,128.2389998626709
OMN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PAK,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PLW,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PAN,COCO,agri_potential_carbon,11671.722916924284,280.60413796229665,mean tonnes carbon per km2,390.0,86.28300007656216
PNG,COCO,agri_potential_carbon,9214.542833960846,625.8900673712916,mean tonnes carbon per km2,1442.0,510.8170012966543
PRY,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PER,COCO,agri_potential_carbon,5797.464070319041,198.62718587077842,mean tonnes carbon per km2,4879.0,1079.7160034118592
PHL,COCO,agri_potential_carbon,15863.218314591255,397.05673679789834,mean tonnes carbon per km2,1499.0,267.68799974173305
POL,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
PRT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ROU,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
RUS,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
RWA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
WSM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SMR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TON,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TTO,COCO,agri_potential_carbon,11891.822687957274,1013.7867823852704,mean tonnes carbon per km2,39.0,38.82800026416779
TUN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TKM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
STP,COCO,agri_potential_carbon,5472.492580433612,1659.2784741770815,mean tonnes carbon per km2,11.0,213.8060018825531
SAU,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SEN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SVK,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SVN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SLB,COCO,agri_potential_carbon,10318.571449122743,952.9998117673226,mean tonnes carbon per km2,228.0,86.72600057721135
SOM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ZAF,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SSD,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ESP,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LKA,COCO,agri_potential_carbon,8783.751685151972,378.65466365960367,mean tonnes carbon per km2,277.0,18.376000008508566
KNA,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
LCA,COCO,agri_potential_carbon,11809.438246007381,1538.1466582763455,mean tonnes carbon per km2,6.0,0.0969999983906746
VCT,COCO,agri_potential_carbon,12689.421102354394,660.2522305641462,mean tonnes carbon per km2,2.0,8.142999877929688
SDN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SUR,COCO,agri_potential_carbon,5835.972220218259,722.2407039913846,mean tonnes carbon per km2,38.0,1.5070000097155571
SWZ,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SWE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
CHE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
SYR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TWN,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TJK,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TZA,COCO,agri_potential_carbon,6851.387471777834,208.34198496369737,mean tonnes carbon per km2,514.0,149.9790003527701
THA,COCO,agri_potential_carbon,9410.21303699707,160.42638448915307,mean tonnes carbon per km2,330.0,0.33000000491738324
TLS,COCO,agri_potential_carbon,11765.412588959001,387.2743818278626,mean tonnes carbon per km2,83.0,16.011000013351442
TGO,COCO,agri_potential_carbon,8593.312350835662,224.58861156573573,mean tonnes carbon per km2,156.0,100.1600001950562
TUV,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
UGA,COCO,agri_potential_carbon,10911.275109175018,116.24609005238898,mean tonnes carbon per km2,594.0,445.7550000806153
URY,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
UZB,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
VUT,COCO,agri_potential_carbon,9279.042271535003,1051.9433630551882,mean tonnes carbon per km2,23.0,12.0439999859035
VAT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
VEN,COCO,agri_potential_carbon,8091.877602926499,329.3552700625311,mean tonnes carbon per km2,1197.0,660.1969987970591
VNM,COCO,agri_potential_carbon,12118.719932972119,90.30270081745437,mean tonnes carbon per km2,1530.0,47.76599999308586
ZMB,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ZWE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
YEM,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
UKR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BHR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
KWT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
QAT,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ARE,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
TUR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ISR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
BGD,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
MMR,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
IND,COCO,agri_potential_carbon,8404.717436313595,214.36763909181795,mean tonnes carbon per km2,2821.0,905.1700013524294
BEN,COCO,agri_potential_carbon,8567.109312420796,0.0,mean tonnes carbon per km2,1.0,0.09100000381469726
NER,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
NGA,COCO,agri_potential_carbon,11232.979540905693,168.33411476862562,mean tonnes carbon per km2,2437.0,2058.7079987027496
111,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
112,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
113,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
114,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
115,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
116,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
117,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
118,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
119,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
120,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
121,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
122,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
123,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
124,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
125,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
126,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
127,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
128,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
129,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
ESH,COCO,agri_potential_carbon,,,mean tonnes carbon per km2,,
AFG,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GBR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ALB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DZA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
USA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ATA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ATG,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ARG,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
AND,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
AGO,RUBB,agri_potential_carbon,9449.834989915878,456.21077372386804,mean tonnes carbon per km2,2.0,0.12200000166893005
ARM,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
NLD,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
AUS,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
AUT,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
AZE,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BHS,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BRB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BLR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BEL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BLZ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BTN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BOL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BIH,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BWA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
NOR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
COL,RUBB,agri_potential_carbon,9545.236235165845,443.7516713263472,mean tonnes carbon per km2,1284.0,331.56999982535837
COM,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BRA,RUBB,agri_potential_carbon,4918.412166063295,114.74523669620486,mean tonnes carbon per km2,14278.0,1629.041001400873
FRA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
COD,RUBB,agri_potential_carbon,12765.519931359058,116.04903635715237,mean tonnes carbon per km2,3777.0,582.6609996665269
COG,RUBB,agri_potential_carbon,12583.583035201425,304.7060248809608,mean tonnes carbon per km2,355.0,21.004000045731665
NZL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BRN,RUBB,agri_potential_carbon,12982.212408449232,1166.969378270993,mean tonnes carbon per km2,3.0,41.84300109863281
BGR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BFA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
BDI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CPV,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KHM,RUBB,agri_potential_carbon,14275.02341048544,258.23065095494667,mean tonnes carbon per km2,593.0,2755.5359989820417
CMR,RUBB,agri_potential_carbon,5018.160812016778,85.3561193531551,mean tonnes carbon per km2,902.0,513.202999761477
CAN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CRI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CIV,RUBB,agri_potential_carbon,16272.155105411468,151.72358890776636,mean tonnes carbon per km2,3338.0,1630.6066250801289
HRV,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CUB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CAF,RUBB,agri_potential_carbon,10669.48385512502,435.8643109748934,mean tonnes carbon per km2,578.0,9.532000030651687
TCD,RUBB,agri_potential_carbon,4486.538949361245,647.5635600865385,mean tonnes carbon per km2,9.0,5.218999996185303
CHL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CHN,RUBB,agri_potential_carbon,9130.552592793323,130.43441502923807,mean tonnes carbon per km2,5385.0,5092.60999969773
CYP,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
CZE,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DNK,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DJI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DMA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DOM,RUBB,agri_potential_carbon,9879.668972485695,205.35783659692294,mean tonnes carbon per km2,296.0,0.4460000079870224
ECU,RUBB,agri_potential_carbon,10633.703222973581,432.61131131986457,mean tonnes carbon per km2,402.0,102.76999989420176
EGY,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
SLV,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GNQ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ERI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
EST,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ETH,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
FJI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
FIN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GAB,RUBB,agri_potential_carbon,14598.171198260667,1113.9058633940783,mean tonnes carbon per km2,232.0,40.06999987959861
GMB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MAR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MOZ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
NAM,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GEO,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
DEU,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GHA,RUBB,agri_potential_carbon,14514.845247263038,162.08530883343732,mean tonnes carbon per km2,998.0,209.51894724301997
GRC,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GRL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GRD,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
NRU,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GTM,RUBB,agri_potential_carbon,9230.641395582257,276.16368265503377,mean tonnes carbon per km2,215.0,997.3850061845778
NPL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GIN,RUBB,agri_potential_carbon,12698.431167215775,170.95011243217553,mean tonnes carbon per km2,352.0,37.54299995481968
GNB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
GUY,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
HTI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
JOR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
HND,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
HUN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ISL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
IDN,RUBB,agri_potential_carbon,11617.213823032154,95.98405900721133,mean tonnes carbon per km2,10315.0,35783.08900684178
IRN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
IRQ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
IRL,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KAZ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KEN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KIR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
PRK,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KOR,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
XKX,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
SRB,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
SYC,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
SLE,RUBB,agri_potential_carbon,14897.302585431276,951.8749324375294,mean tonnes carbon per km2,2.0,0.16999999523162843
SGP,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
ITA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
JAM,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
JPN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
KGZ,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LAO,RUBB,agri_potential_carbon,13313.722075592941,151.64595621978376,mean tonnes carbon per km2,1245.0,1373.1139983505009
LVA,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LBN,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LSO,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LBR,RUBB,agri_potential_carbon,16977.949096133696,732.9927861513014,mean tonnes carbon per km2,103.0,485.59299949646
LBY,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LIE,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LTU,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
LUX,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MCO,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MNG,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MNE,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MKD,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MDG,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MWI,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
MYS,RUBB,agri_potential_carbon,13236.746980808844,175.94683880201876,mean tonnes carbon per km2,2722.0,10947.151983012109
MDV,RUBB,agri_potential_carbon,,,mean tonnes carbon per km2,,
